S.No,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3687,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,,4.4
3929,Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3.75
4650,Honda WRV i-VTEC VX,Hyderabad,2017,15000,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,10.83 Lakh,8.9
4837,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.1
5049,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,5,,1.65
5062,Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.25
5246,Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2011,69313,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,,2.65
5282,Maruti Ertiga ZXI,Mumbai,2012,25000,Petrol,Manual,Second,17.5 kmpl,1373 CC,91.1 bhp,7,,5.15
5328,Maruti Swift Dzire VXi,Hyderabad,2012,50000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3
5379,Maruti Swift Dzire LXi,Hyderabad,2009,71346,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,3.8
5435,Honda WR-V Edge Edition i-VTEC S,Kochi,2019,13913,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,9.36 Lakh,8.2
5474,Skoda Fabia 1.2 MPI Classic,Delhi,2009,65000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,5,,1.4
5599,Skoda Laura Ambiente,Ahmedabad,2009,60002,Diesel,Manual,Second,17.5 kmpl,1896 CC,106 bhp,5,,4.85
5784,Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,,3.3
5926,Skoda Laura Classic 1.8 TSI,Pune,2010,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,null bhp,5,,2.85
1574,Maruti Ertiga VXI CNG,Mumbai,2017,19234,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,,8.35
2229,Maruti Ertiga VXI CNG,Mumbai,2016,65263,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,,7.5
5877,Maruti Ertiga VXI CNG,Mumbai,2017,23700,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,,8.25
201,Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 Lakh,6.5
2546,Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45 kmpl,1493 CC,100 bhp,7,11.77 Lakh,7.57
5929,Mahindra NuvoSport N6,Coimbatore,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 Lakh,7.29
2371,Mini Cooper 3 DOOR S,Mumbai,2013,21000,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,39.57 Lakh,21.5
5519,Mini Cooper 3 DOOR S,Kochi,2016,21110,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,39.27 Lakh,28.95
2063,Hyundai Verna 1.4 VTVT,Kolkata,2015,33425,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,4.5
2518,Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,8
3555,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,,5.25
238,Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.74 Lakh,3.87
290,Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.9
670,Honda City i VTEC S,Pune,2014,58407,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.16
733,Honda City i-VTEC V,Delhi,2014,55818,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5,11.85 Lakh,5.7
1101,Honda City i VTEC V,Delhi,2014,62505,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.95
1217,Honda City i-VTEC S,Delhi,2010,76752,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,3.57
1338,Honda City i VTEC VX,Kochi,2016,54317,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,8.4
1535,Honda City i VTEC VX Option,Coimbatore,2019,23882,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,11.87
1602,Honda City i VTEC V,Bangalore,2015,38000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,7.8
1860,Honda City i VTEC VX Option,Ahmedabad,2018,14000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,11.25
1890,Honda City i VTEC SV,Mumbai,2015,73070,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.9
2089,Honda City i-VTEC V,Delhi,2011,67031,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.85 Lakh,4
2634,Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.49
3093,Honda City i VTEC SV,Kolkata,2015,480000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5
3220,Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.57 Lakh,8.5
3374,Honda City i-VTEC VX,Mumbai,2017,7500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,13.76 Lakh,11.15
3402,Honda City i VTEC SV,Kolkata,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,4.75
3620,Honda City i VTEC SV,Delhi,2014,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.25
3717,Honda City i VTEC V,Kochi,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.57
3865,Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5,,7.75
4006,Honda City i VTEC VX Option,Kolkata,2014,37000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.45
4210,Honda City i VTEC V,Coimbatore,2017,27279,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,9.47
4341,Honda City i VTEC VX,Kolkata,2014,39000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.25
4590,Honda City i-VTEC S,Jaipur,2010,48689,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,3.87
4693,Honda City i-VTEC S,Mumbai,2015,10400,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.51
4742,Honda City i VTEC S,Delhi,2014,60000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,6.25
4908,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.68 Lakh,10
5078,Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.9
5184,Honda City i-VTEC VX,Coimbatore,2013,38622,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.68 Lakh,6.26
5223,Honda City i VTEC V,Chennai,2015,23000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,7
5359,Honda City i VTEC V,Hyderabad,2016,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,7.9
5638,Chevrolet Optra 1.6 LT Royale,Kochi,2013,55176,Petrol,Manual,Second,17.4 kmpl,1599 CC,104 bhp,5,,3.47
5696,Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,12.68 Lakh,5.75
5733,Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,,5.35
5750,Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,11.88 Lakh,10.07
1238,Audi Q3 2.0 TDI Quattro,Hyderabad,2013,60000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,,21
1266,Audi Q3 2.0 TDI Quattro,Kolkata,2013,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,,15.25
1462,Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,,27
4582,Audi Q3 2.0 TDI,Hyderabad,2013,105000,Diesel,Automatic,First,17.32 kmpl,1968 CC,150 bhp,5,,19
275,Maruti Zen VXI BSII,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.55
365,Maruti Zen LX,Kolkata,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.65
498,Maruti Zen LXi BSII,Chennai,2004,29000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1.6
508,Honda Mobilio S i VTEC,Mumbai,2015,25000,Petrol,Manual,Second,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
866,Maruti Zen LXi - BS III,Mumbai,2005,102000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.7
912,Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,1.52
1225,Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,0.77
1455,Chevrolet Cruze LTZ,Kochi,2014,52895,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,,6.02
1832,Chevrolet Cruze LTZ,Bangalore,2013,64000,Diesel,Manual,Second,17.3 kmpl,1998 CC,163.7 bhp,5,,6.5
2100,Honda Mobilio S i VTEC,Mumbai,2014,43081,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,5.25
2116,Maruti Zen VXI,Kolkata,2009,37000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1
2525,Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3 kmpl,1061 CC,64 bhp,5,,0.95
2680,Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
2845,Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.24
3139,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.45
3171,Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,,7.11
3201,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.4
3216,Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,4.25
3285,Maruti Zen LXI,Hyderabad,2005,84060,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.25
3446,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.99
3955,Maruti Zen LXi - BS III,Pune,2006,67196,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,1.25
4090,Honda Mobilio S i VTEC,Kochi,2018,35442,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,,7.32
4607,Maruti Zen LXi - BS III,Hyderabad,2006,80000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,1.2
5138,Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,0.7
5307,Maruti Wagon R LX BSIII,Mumbai,2007,50000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.1
5433,Maruti Zen LX,Chennai,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,,0.95
5717,Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.53
5725,Chevrolet Cruze LTZ,Coimbatore,2014,64042,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,,5.7
5977,Maruti Wagon R LX BSIII,Delhi,2006,65771,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.75
988,Maruti Wagon R LXI DUO BSIII,Mumbai,2008,64226,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5,,1.45
3596,Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,LPG,Manual,First,17.3 km/kg,1061 CC,57.5 bhp,5,,1.95
5999,Volkswagen Polo IPL II 1.2 Petrol Highline,Pune,2010,70290,Petrol,Manual,Second,17.24 kmpl,1198 CC,73.9 bhp,5,,2.96
592,Mahindra Quanto C2,Hyderabad,2013,80430,Diesel,Manual,Second,17.21 kmpl,1493 CC,100 bhp,7,,3.3
835,Volkswagen Polo GT TSI,Mumbai,2015,57022,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5,,6.51
1430,Volkswagen Polo GTI,Chennai,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4,,5.75
1680,Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4,,4.5
1804,Volkswagen Polo GT TSI,Mumbai,2016,28000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,7.25
2102,Mahindra Quanto C8,Kolkata,2013,36000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.9
2775,Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,8.25
2854,Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.26 Lakh,7.75
3333,Mahindra Quanto C6,Mumbai,2013,35000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.49
3492,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.8
3688,Volkswagen Polo GT TSI,Coimbatore,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.66 Lakh,8.27
3716,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,,3.45
3920,Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5,,4.5
4129,Volkswagen Polo GT TSI,Mumbai,2014,20364,Petrol,Automatic,Second,17.21 kmpl,1197 CC,103.6 bhp,5,,5.2
5354,Volkswagen Polo GT TSI,Kochi,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,10.83 Lakh,7.4
155,Skoda Superb Elegance 2.0 TDI CR AT,Pune,2012,136997,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,,8.5
231,Tata Indica V2 DLS BSII,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,,0.85
748,Tata Indica V2 DLS,Chennai,2008,77650,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,,1.15
1129,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Diesel,Manual,Second,17.2 kmpl,1968 CC,138.1 bhp,5,,14.45
4300,Skoda Superb Elegance 2.0 TDI CR AT,Hyderabad,2011,75000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,,9.44
4317,Skoda Superb Elegance 2.0 TDI CR AT,Coimbatore,2014,81001,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,,10.9
4321,Skoda Superb Elegance 2.0 TDI CR AT,Mumbai,2011,83010,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,,7.5
4576,Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5,,8
4873,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,,0.85
5425,Tata Indica V2 DLS,Hyderabad,2013,62188,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,,2.95
5824,Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.03 bhp,5,,13
221,Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,8.22
418,Hyundai i20 Active SX Petrol,Jaipur,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,9.74 Lakh,6.9
2715,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,7.25
2822,Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,8.19
5340,Hyundai i20 Active SX Dual Tone Petrol,Pune,2019,1000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,10.25 Lakh,8.6
5372,Hyundai i20 Active 1.2 S,Mumbai,2015,12000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,,5.8
2049,Maruti Ritz AT,Hyderabad,2012,57788,Petrol,Automatic,First,17.16 kmpl,1197 CC,85.80 bhp,5,,3.6
51,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2015,13648,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,21.43
151,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,48214,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,23.32
718,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,45979,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5,,19.5
1269,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kochi,2014,77395,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,14.35
1638,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,24.74
1808,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,21000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,24.5
1930,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,18
2061,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,24000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25
2115,Audi A4 35 TDI Premium,Hyderabad,2015,50000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25
2285,Audi A4 2.0 TDI 177 Bhp Premium Plus,Pune,2013,87000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,15.5
2485,Audi A4 35 TDI Premium Sport,Chennai,2016,11000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,28
2507,Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.75
2554,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,23.45
2587,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11 kmpl,1968 CC,174.33 bhp,5,,20.04
3152,Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.31
3262,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2013,60001,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,14.5
3435,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,22.5
3536,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.64
3718,Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,17.5
3731,Audi A4 35 TDI Premium,Bangalore,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,23.75
4405,Audi A4 35 TDI Premium,Hyderabad,2015,60000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25
4592,Audi A4 35 TDI Technology Edition,Kochi,2019,38163,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,32.91
4677,Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,27
4869,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,16.25
5028,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,26
5043,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.81
5363,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,25.75
5777,Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,22
285,Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.28
320,Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,,1.25
569,Jeep Compass 2.0 Limited,Jaipur,2018,29000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,22.95 Lakh,19
811,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,35000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.5
1003,Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,5.37
1211,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,11.6
1384,Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,Diesel,Manual,Second,17.1 kmpl,1493 CC,110 bhp,5,,1.8
1659,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,7.78
1777,Hyundai Verna 1.6 SX VTVT (O),Pune,2013,21107,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.25
1825,Jeep Compass 2.0 Limited Option Black,Mumbai,2017,7000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,24.02 Lakh,17.45
1992,Jeep Compass 2.0 Longitude,Kochi,2018,28937,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,21.38 Lakh,17.02
2062,Jeep Compass 2.0 Longitude,Coimbatore,2018,33218,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,22.46 Lakh,19.05
2755,Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,7.5
2773,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.2
2841,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,6.15
2960,Jeep Compass 2.0 Sport,Hyderabad,2017,37000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,19.91 Lakh,16.9
3007,Jeep Compass 2.0 Limited,Pune,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,23.89 Lakh,18.5
3396,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Petrol,Automatic,Third,17.1 kmpl,1591 CC,121.4 bhp,5,,7.5
3585,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,21.72 Lakh,19.46
3944,Jeep Compass 2.0 Longitude,Kochi,2018,26101,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,21.38 Lakh,17.55
4005,Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2013,44000,Petrol,Automatic,First,17.1 kmpl,1591 CC,121.4 bhp,5,,5.6
4466,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.85
4476,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,5.25
4920,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,8.42
5050,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,18.45 Lakh,15
5646,Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,49000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,4.5
1107,BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Diesel,Automatic,Second,17.09 kmpl,1995 CC,218 bhp,5,,27.5
1575,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,Diesel,Automatic,First,17.06 kmpl,1968 CC,141 bhp,5,36.45 Lakh,24.9
248,BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,18.5
584,BMW X1 sDrive 20d Sportline,Chennai,2016,21000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,33
